[ 14059]
[crimes 2]
[criminals, 1]
[crisis 2]
[criteria 42]
[criteria, 10]
[criteria. 5]
[criterion 13]
[criterion, 1]
[criterion. 3]
[critic. 1]
[critical 26]
[critically 5]
[criticism. 2]
[critique 2]
[crop 1]
[crosby, 1]
[cross 4]
[cross-check 1]
[cross-correlation 1]
[cross-correlation, 2]
[cross-correlation. 1]
[cross-correlations 1]
[cross-indexed 1]
[crossing 1]
[crossover 1]
[crosspoint 1]
[cross-referenced 1]
[cross-referencing 1]
[cross-ring 1]
[cross-sectional 1]
[cross-tabulations 1]
[crosstalk 1]
[crout 9]
[crow, 1]
[crowe, 1]
[crowley,w. 1]
[crozier, 1]
[crt 6]
[crt, 1]
[crts,time 1]
[crucial 2]
[crwr 2]
[cryptanalysis, 2]
[cryptanalysts 1]
[cryptographic 6]
[cryptographic, 1]
[cryptography 2]
[cryptography, 4]
[cryptography. 1]
[cryptology 2]
[cryptology, 1]
[cryptosystem 1]
[cryptosystems 1]
[cryptosystems, 2]
[crystal 1]
[crystallize, 1]
[crystallographic 1]
[crystallography 3]
[crystallography, 2]
[crystallography: 1]
[csieve 1]
[csima, 1]
[csl, 1]
[csx-1 1]
[c-trie 2]
[c-trie, 1]
[ctss 1]
[cubatures 2]
[cubatures, 1]
[cube, 1]
[cubes, 1]
[cubic 12]
[cubical 1]
[cubically 1]
[cubics 1]
[cultural 1]
[cultural, 1]
[cumbersome 1]
[cumbersome. 1]
[cumulative 5]
[cundiff, 3]
[cunningham, 2]
[curbed 1]
[cure. 1]
[cures 1]
[current 50]
[currently 20]
[curricula 10]
[curricula, 4]
[curricular 2]
[curriculum 35]
[curriculum, 11]
[curriculum. 1]
[cursor 1]
[curtis, 1]
[curtz, 1]
[curvature 1]
[curve 59]
[curve, 2]
[curve. 2]
[curvefit 1]
[curve-fit 3]
[curve-fitting 2]
[curves 14]
[curves, 4]
[curves. 2]
[curvilinear 5]
[customarily 1]
[customary 4]
[customer 4]
[customers 1]
[customers, 1]
[customers. 1]
[customizing, 1]
[cut 3]
[cut, 2]
[cut. 1]
[cuthill, 1]
[cutnode, 1]
[cutnodes 3]
[cutoff 1]
[cutoffs 1]
[cutoffs. 1]
[cuts 1]
[cy(1) 1]
[cybernetics 2]
[cycle 11]
[cycle). 1]
[cycle, 5]
[cycle. 4]
[cycles 10]
[cycles, 2]
[cycles,fundamental 1]
[cycles. 1]
[cyclic 10]
[cyclical 4]
[cyclic-order 1]
[cycling 6]
[cycling). 1]
[cycling, 1]
[cylinder, 2]
[cylinder. 1]
[cylinders. 1]
[cylindrical 3]
[cypher 3]
[cyphers 3]
[cyphers' 1]
[cyphers, 1]
[cyvin, 4]
[czechoslovakia 1]
[d 9]
[d. 446]
[d.a. 1]
[d.b. 3]
[d.c. 1]
[d.d., 1]
[d.e. 1]
[d.g. 1]
[d.h. 1]
[d.h.d. 1]
[d.l. 1]
[d.n. 1]
[d.p. 2]
[d.r. 3]
[d.s. 3]
[d.t. 1]
[d.v. 1]
[d.w. 1]
[dad 1]
[dad, 2]
[daggett, 1]
[dahl, 1]
[dahlstrand, 1]
[dahm, 3]
[daily 2]
[dalal, 1]
[daley, 2]
[dalrymple, 1]
[dam 2]
[damerau, 2]
[damped 2]
[danby, 1]
[dangerous 1]
[dangling 3]
[daniel 2]
[danielson, 1]
[dantzig 1]
[dantzig's 1]
[danziger, 1]
[dar 1]
[dargel, 1]
[dark 1]
[darkness, 1]
[darley, 1]
[dartmouth 1]
[dashes 1]
[data 845]
[data* 2]
[data, 34]
[data. 42]
[data; 1]
[data? 1]
[database 40]
[data-base 2]
[database, 15]
[database,the 1]
[database. 4]
[data-based, 2]
[databases 5]
[databases, 3]
[databases. 1]
[data-dial: 1]
[data-driven 2]
[data-fitting 1]
[data-fitting, 1]
[data-flow 1]
[data-handling 1]
[data-item's 1]
[data-items. 1]
[dataless 1]
[data-manipulation 1]
[datan 1]
[dataon 1]
[data-reduction 1]
[dataset 1]
[dataset-computation 1]
[datasets 1]
[datasets, 2]
[data-structuring 1]
[data-text, 1]
[data-transfer 1]
[datatron 1]
[date 11]
[date, 6]
[dated 2]
[dates 1]
[dathe, 1]
[datum 2]
[datum. 1]
[david 1]
[davids, 1]
[davidson, 3]
[davis, 5]
[day 2]
[day, 5]
[dayhoff, 1]
[days. 1]
[dbtg 1]
[dcf. 1]
[ddp-224 1]
[de 5]
[dead 1]
[deadlock 18]
[deadlock, 8]
[deadlock. 4]
[deadlocks 7]
[deadlocks, 1]
[deadlocks. 1]
[deadly 5]
[deal 16]
[dealing 10]
[deallocation 1]
[deals 11]
[dealt 7]
[dearth 1]
[debate. 1]
[debits 1]
[debug 1]
[debug, 3]
[debug-an 1]
[debugged 1]
[debugged, 3]
[debugging 42]
[debugging, 24]
[dec 7]
[dec-338 1]
[decade 2]
[decade-the 1]
[decay 1]
[decay-type 1]
[december 4]
[december, 1]
[decentralization 1]
[decentralization, 1]
[decentralized 4]
[decidability, 1]
[decidable 2]
[decidable, 1]
[decide 1]
[decided 2]
[decides 2]
[deciding 4]
[decimal 33]
[decimal-binary 1]
[decimal-to-binary 3]
[decipher 1]
[decision 166]
[decision-making 4]
[decisions 14]
[decisions). 1]
[decisions, 1]
[decisions. 4]
[decision-the 1]
[deck 4]
[deck, 1]
[deck. 1]
[decks 1]
[decks, 2]
[declaration 8]
[declarations 10]
[declarations. 4]
[declarations: 1]
[declarative 1]
[declaratively, 1]
[declaratives. 1]
[declared 3]
[declaring 2]
[decode 1]
[decoded 1]
[decoder. 1]
[decoding 3]
[decoding, 2]
[decomposability, 2]
[decomposable 3]
[decompose 4]
[decomposed 1]
[decomposing 2]
[decomposition 20]
[decomposition, 7]
[decomposition. 4]
[decomposition; 1]
[decompositions 2]
[decou, 1]
[decoupling 1]
[decrease 10]
[decreased 4]
[decreased, 1]
[decreases 5]
[decreases. 1]
[decreasing 6]
[decreasing, 2]
[decryption 4]
[dedicated 6]
[deduced. 2]
[deducom 5]
[deducom, 2]
[deducom. 1]
[deducom's 1]
[deduction 1]
[deduction, 2]
[deductions 1]
[deductive 10]
[deep 4]
[deep, 1]
[deeper 1]
[deeply 2]
[deep-structure 1]
[default 1]
[defeated 1]
[defect. 1]
[defective 2]
[defects 3]
[defects, 1]
[defects: 2]
[defense 2]
[deferring 1]
[deficiencies 2]
[deficient. 1]
[definable 1]
[definable, 1]
[define 24]
[define, 1]
[defined 77]
[defined, 6]
[defined. 16]
[defined; 2]
[defines 10]
[defining 18]
[definite 18]
[definite. 1]
[definitely 1]
[definiteness 1]
[definition 67]
[definition, 10]
[definition. 4]
[definition: 2]
[definitional 5]
[definitions 16]
[definitions, 3]
[definitions. 4]
[definitions; 1]
[definitions? 1]
[definitive 1]
[deflation 2]
[defocusing 1]
[degeneracies, 1]
[degenerate 2]
[degradation 1]
[degrade 2]
[degraded. 1]
[degree 48]
[degree. 1]
[degrees 7]
[deily, 2]
[delay 6]
[delay, 1]
[delaying 1]
[delays 2]
[delegate 1]
[delete 2]
[deleted 1]
[deletes, 1]
[deleting 2]
[deletion 13]
[deletion, 6]
[deletions 5]
[delfausse, 1]
[delimiters 2]
[delimiters, 1]
[delimiting 1]
[delineate 2]
[delineated 1]
[delineated. 3]
[delivered 1]
[delivered. 1]
[delivers 1]
[delivery 4]
[deliyanni, 1]
[dell, 1]
[dellert 1]
[delta(u)=f(u) 1]
[delta(u)=f(u), 1]
[demaine, 2]
[demand 35]
[demand" 2]
[demanded 1]
[demand-fetching 1]
[demand-paging, 1]
[demands 7]
[demands, 1]
[demarcation 1]
[demillo, 1]
[demographic 1]
[demons, 1]
[demonstrate 17]
[demonstrated 17]
[demonstrated. 5]
[demonstrates 10]
[demonstrating 2]
[demonstration 5]
[demonstration, 1]
[demonstration. 1]
[demonstrations 2]
[demorgan, 1]
[demountable 1]
[dempster, 2]
[dendrarchy, 1]
[dening's 1]
[denison, 1]
[denning 1]
[denning, 13]
[denning's 2]
[dennis, 3]
[dennis,j. 1]
[denotational 2]
[denote 1]
[denoted 1]
[denotes 3]
[dense 2]
[densities 1]
[densities. 1]
[density 15]
[density, 5]
[density. 2]
[density." 1]
[dent, 1]
[deny 1]
[depart 1]
[department 8]
[department, 2]
[department. 3]
[department--automatic 1]
[departments 4]
[departments. 1]
[departs 1]
[departure 3]
[depend 9]
[dependence 5]
[dependencies 3]
[dependency 4]
[dependent 11]
[dependent. 1]
[dependent; 1]
[depending 11]
[depends 18]
[deployed 1]
[deployment 1]
[deposit 1]
[deposited 1]
[depositors. 1]
[depository 1]
[depot 1]
[deprit, 1]
[depth 9]
[depth; 1]
[depth-first 2]
[depth-limited 1]
[der 3]
[derangements, 1]
[deremer, 1]
[deremer's, 1]
[derivability, 1]
[derivation 20]
[derivation, 2]
[derivation. 2]
[derivations 4]
[derivative 10]
[derivative, 4]
[derivative. 1]
[derivatives 19]
[derivatives) 1]
[derivatives, 5]
[derivatives. 3]
[derivatives-a 1]
[derive 17]
[derived 58]
[derived, 4]
[derived. 8]
[derived; 1]
[derives 3]
[deriving 9]
[derochette, 1]
[dershowitz, 1]
[desalvio, 1]
[descendants 2]
[descendents 1]
[descending 4]
[descent 1]
[descent, 1]
[describe 35]
[describe, 1]
[described 246]
[described, 33]
[described. 173]
[described: 2]
[described; 3]
[describes 96]
[describing 22]
[description 88]
[description, 9]
[descriptions 24]
[descriptions, 2]
[descriptive 17]
[descriptor, 1]
[descriptors 1]
[descriptors, 1]
[descriptran 1]
[descriptran-automated 1]
[design 265]
[design, 71]
[design. 16]
[design: 2]
[design; 1]
[designated 2]
[designates 1]
[designating 1]
[designed 91]
[designed, 1]
[designed; 1]
[designer 11]
[designer. 1]
[designers 8]
[designers, 3]
[designing 15]
[designs 8]
[designs, 2]
[designs. 4]
[desirability 2]
[desirable 20]
[desirable. 2]
[desire. 1]
[desired 22]
[desired, 1]
[desired. 3]
[desires, 1]
[desiring 1]
[desk 1]
[d'esopo, 1]
[despite 6]
[destinations 1]
[destroy 1]
[destroyed 2]
[destroying 1]
[detab/65 2]
[detab-65, 1]
[detail 16]
[detail, 8]
[detail. 20]
[detailed 40]
[detailed. 2]
[detailed: 1]
[details 16]
[details, 2]
[details. 6]
[detect 8]
[detected 5]
[detected, 1]
[detecting 12]
[detection 33]
[detection, 14]
[detection,line 1]
[detection,optimal 1]
[detection. 1]
[detects 2]
[deteriorate 1]
[deterioration, 1]
[determinant 26]
[determinant, 5]
[determinant; 1]
[determinants 6]
[determinants. 1]
[determination 28]
[determination, 3]
[determinations. 1]
[determine 45]
[determined 19]
[determined. 4]
[determiners 1]
[determines 15]
[determining 43]
[determining, 1]
[determinism, 1]
[deterministic 20]
[deuel, 1]
[deutsch 1]
[deutsch, 4]
[devaney, 1]
[develop 16]
[developed 141]
[developed, 3]
[developed. 20]
[developed: 2]
[developed; 3]
[developer 1]
[developing 18]
[development 108]
[development), 1]
[development, 8]
[development. 5]
[development; 2]
[developmental 1]
[developments 18]
[developments, 2]
[developments. 3]
[develops 9]
[deviate 2]
[deviate, 2]
[deviates 3]
[deviates, 2]
[deviation 10]
[deviation, 4]
[deviations 1]
[deviations: 1]
[device 27]
[device, 7]
[device. 5]
[device-independent 2]
[device-related 1]
[devices 23]
[devices). 1]
[devices, 10]
[devices. 11]
[devices-the 1]
[devillers, 1]
[devise 2]
[devised 8]
[devised. 2]
[devising 2]
[devote 1]
[devoted 10]
[devries, 1]
[dewar, 3]
[dewitte, 1]
[di 2]
[diachronic 1]
[diacritics); 1]
[diagnose 1]
[diagnosed; 1]
[diagnosis 11]
[diagnosis, 1]
[diagnostic 28]
[diagnostics 2]
[diagnostics, 4]
[diagonal 5]
[diagonal. 1]
[diagonalizable 1]
[diagonally 1]
[diagonals 3]
[diagram 5]
[diagram" 1]
[diagram, 3]
[diagrams 12]
[diagrams, 4]
[diagrams,lr(k) 1]
[diagrams. 2]
[diagrams; 1]
[dial 2]
[dial, 2]
[dial;output 1]
[dialect 3]
[dialect. 1]
[dialects 1]
[dialog 2]
[dialog: 1]
[dialogue 2]
[dialogue, 1]
[dialogues 1]
[dial-type 1]
[dichotomy. 1]
[dickson, 3]
[dictate 2]
[dictates 2]
[dictionaries 1]
[dictionaries, 2]
[dictionary 12]
[dictionary, 4]
[dictum. 1]
[did 2]
[diego, 1]
[diego,california, 1]
[dietary, 1]
[dieter 1]
[dieter, 2]
[dieter's 4]
[dietmeyer, 1]
[dietzel, 1]
[differ 6]
[difference 26]
[difference, 1]
[difference. 1]
[difference-preserving 1]
[differences 26]
[differences, 6]
[differences. 3]
[differences; 1]
[different 103]
[different, 1]
[differential 98]
[differential-difference 2]
[differentiate 2]
[differentiation 9]
[differentiation, 7]
[differentiation. 2]
[differently 2]
[differing 6]
[differs 2]
[difficult 27]
[difficult, 3]
[difficult. 4]
[difficulties 16]
[difficulties, 2]
[difficulties. 1]
[difficulty 13]
[difficulty, 1]
[difficulty. 2]
[diffusion 1]
[diforino, 1]
[difsub 2]
[digamma 1]
[digby, 1]
[digging 1]
[digit 9]
[digit. 1]
[digital 151]
[digitally 1]
[digitized 6]
[digitizer. 1]
[digitizing 1]
[digitizing, 1]
[digits 14]
[digits, 5]
[digits. 1]
[dignity 1]
[digraph 1]
[digraph, 2]
[digraphs-a 1]
[dijkstra 5]
[dijkstra, 9]
[dijkstra's 6]
[dilemma 1]
[dill, 1]
[dilogarithm 4]
[dilogarithm. 1]
[dimension 9]
[dimension, 1]
[dimension. 1]
[dimensional 2]
[dimensionality 1]
[dimensioning 1]
[dimensions 8]
[dimensions, 3]
[dimentions, 1]
[diminished 1]
[dimsdale, 1]
[dining 1]
[d'inverno 1]
[diophantine 5]
[dipole 2]
[dipoles 1]
[direct 66]
[direct, 1]
[direct-access 2]
[directed 38]
[direction 5]
[direction, 2]
[directional 1]
[directions 10]
[directions, 1]
[directions. 2]
[directions: 1]
[directives 1]
[directives. 1]
[directly 37]
[directly, 2]
[directories 1]
[directors 1]
[directory 8]
[directory, 6]
[dirichlet 3]
[dirichlet-type 1]
[disadvantage 1]
[disadvantage, 1]
[disadvantages 8]
[disadvantages, 1]
[disadvantages. 1]
[disappear 1]
[disappearing 1]
[disc 3]
[discard 1]
[discarded 2]
[discarded. 1]
[discerned. 1]
[discharge 3]
[discipline 12]
[discipline, 3]
[discipline. 3]
[disciplined 1]
[disciplines 5]
[disciplines, 1]
[disciplines. 2]
[disciplines; 1]
[disclose 1]
[disclosures 1]
[disconnection 1]
[discontent 1]
[discourse 3]
[discover 1]
[discovered 5]
[discoveries 1]
[discovery 3]
[discovery. 1]
[discredit 1]
[discrepancies 1]
[discrete 41]
[discrete-event 2]
[discretely 1]
[discretion 1]
[discretized 1]
[discriminant 1]
[discriminants, 1]
[discriminate 1]
[discriminating 1]
[discrimination 9]
[discrimination, 1]
[discuss 11]
[discussed 90]
[discussed, 57]
[discussed. 159]
[discussed: 4]
[discussed; 1]
[discusses 42]
[discussing 5]
[discussion 49]
[discussion, 2]
[discussion. 1]
[discussion/on 1]
[discussions 1]
[discussions; 1]
[discussion-the 1]
[disease. 1]
[disjoint 3]
[disk 64]
[disk, 2]
[disk. 3]
[disks 6]
[disks, 2]
[disks. 1]
[dismissed 1]
[disorganization 1]
[dispatch, 1]
[dispatcher 2]
[dispatcher, 1]
[dispatching 2]
[dispatching, 1]
[dispersed 1]
[dispersing 1]
[dispersion 7]
[displace 1]
[displacement 3]
[displacements 1]
[displacements, 1]
[display 91]
[display) 2]
[display, 25]
[display. 7]
[displayed 12]
[displayed. 6]
[display-expedited 1]
[displaying 6]
[displays 12]
[displays, 5]
[disposal. 2]
[disposed 1]
[dissimilarities 1]
[dissimilarity, 1]
[dissimilarity. 1]
[distance 8]
[distance, 2]
[distances 2]
[distinct 15]
[distinction 2]
[distinctions 1]
[distinctive 4]
[distinctly 1]
[distinguish 5]
[distinguishable 3]
[distinguished 3]
[distinguished. 1]
[distinguished: 1]
[distinguishing 2]
[distorted 1]
[distractions 1]
[distributed 50]
[distributed. 2]
[distributing 1]
[distribution 88]
[distribution) 1]
[distribution). 1]
[distribution, 32]
[distribution. 9]
[distribution; 1]
[distribution-driven 1]
[distributions 28]
[distribution's 1]
[distributions, 6]
[distributions. 4]
[districts 1]
[districts, 1]
[ditions 1]
[ditran 2]
[ditran-a 1]
[diverge 1]
[divergence 1]
[diverges 1]
[diverges. 1]
[diverse 10]
[diverse. 1]
[diversity 1]
[divide 2]
[divide- 1]
[divide-and-correct 5]
[divided 23]
[dividend 1]
[dividing 3]
[division 45]
[division, 7]
[division. 5]
[division.) 1]
[division; 2]
[divisionless 2]
[divisions 1]
[divisor 14]
[divisor, 5]
[divisor. 1]
[divisors 5]
[divisors, 3]
[divisors. 2]
[dixon, 3]
[djorup, 1]
[do 64]
[do) 1]
[do, 1]
[do. 2]
[dobbs, 1]
[dock, 1]
[doctoral 2]
[doctorate-granting 1]
[doctrine." 1]
[doctrines 1]
[document 29]
[documentation 19]
[documentation, 10]
[documentation. 3]
[documentation; 2]
[documented 1]
[documented. 1]
[documenting 1]
[documents 11]
[documents, 2]
[documents. 2]
[dodd, 2]
[does 52]
[doing 6]
[do-loop 1]
[domain 4]
[domain, 2]
[domains 7]
[domains, 3]
[domains. 2]
[dominance 1]
[dominance, 1]
[dominant 3]
[dominant,tridiagonal 1]
[dominate 2]
[dominate. 1]
[dominated 2]
[dominates 1]
[domingo, 2]
[dominoes 2]
[dominoes. 1]
[domino-shaped 1]
[donaghey, 1]
[donally, 1]
[donated 1]
[done 24]
[donnelly, 2]
[donnelly,t. 1]
[donovan, 1]
[don't 1]
[doran, 1]
[dorrer, 2]
[dot 7]
[dot-mode 1]
[dots. 1]
[double 8]
[double-chained 2]
[doubleexponential 1]
[double-link 1]
[double-precision 4]
[doubly 5]
[doubly-chained 4]
[doubt 1]
[doubtless 1]
[doubts 1]
[douglas 1]
[douglas-rachford, 1]
[doule, 1]
[dow, 1]
[down 12]
[down" 1]
[down, 1]
[downhill 5]
[down-hill 1]
[dozen 3]
[dpl, 1]
[dps 2]
[dr. 1]
[drafting 2]
[draftsmen 1]
[dramatic 1]
[drastic 1]
[drastically 2]
[drath, 1]
[draw 3]
[drawback 2]
[drawback. 1]
[drawbacks 1]
[drawbacks. 1]
[drawbacks: 1]
[drawing 6]
[drawing, 7]
[drawing. 1]
[drawings 5]
[drawings. 1]
[drawn 19]
[drawn. 2]
[draws 1]
[drayton, 1]
[drew, 1]
[dribble 2]
[driessen, 1]
[driscoll, 2]
[drive 17]
[drive, 1]
[driven 8]
[driven, 2]
[driver 1]
[drivers, 1]
[drives 3]
[drives, 1]
[drives. 2]
[driving 1]
[dropout 1]
[dropped 1]
[dropped, 1]
[dropper. 1]
[drops 1]
[drops, 1]
[drops. 1]
[drops; 1]
[drug 1]
[drum 32]
[drum) 1]
[drum, 5]
[drum. 2]
[drum-merging, 1]
[drum-oriented 1]
[drums 1]
[drums, 1]
[drums. 1]
[dtss, 1]
[du/dt 1]
[dual 10]
[dual-in-line 1]
[duality 1]
[dubay, 1]
[duda, 1]
[due 24]
[duhne, 2]
[duke, 1]
[duley, 1]
[dulley, 1]
[duly 1]
[dumey, 1]
[dummy 2]
[dump 2]
[dump, 1]
[dumped 1]
[dumps 1]
[duncan, 1]
[dunham, 5]
[duong-kien, 1]
[duplex 3]
[duplex, 2]
[duplex-computer 1]
[duplicate 1]
[duplicated 1]
[dupuy, 1]
[duration 1]
[duration, 1]
[durations 1]
[during 64]
[durstenfeld, 1]
[dutch 3]
[dutton, 2]
[duval, 2]
[dwelling 1]
[dwyer, 3]
[dx 1]
[dynamic 114]
[dynamic. 1]
[dynamically 7]
[dynamically. 1]
[dynamically.) 1]
[dynamic-recursive 1]
[dynamics 5]
[dynamics). 1]
[dynamics, 2]
[dzubak, 1]
[e 6]
[e) 1]
[e, 2]
[e. 332]
[e.b. 1]
[e.c. 1]
[e.f.m. 1]
[e.g. 7]
[e.g., 2]
[e.r. 1]
[e.s. 1]
[e.w. 1]
[e[k] 1]
[e^x 4]
[e^x. 1]
[e1, 2]
[e2,..., 1]
[e2.., 1]
[each 263]
[each. 3]
[earley, 5]
[earlier 19]
[earlier, 1]
[earlier. 2]
[earliest 2]
[early 21]
[earned 1]
[earned. 1]
[earth. 1]
[ease 22]
[ease. 2]
[easier 5]
[easier, 1]
[easiest 1]
[easily 43]
[easily, 1]
[easily. 1]
[easing 1]
[east 1]
[easter 1]
[easter... 1]
[eastern 2]
[eastman, 2]
[easton, 2]
[easy 42]
[easy-to-use 1]
[eating 1]
[eaves 1]
[eaves, 1]
[eavesdropping, 1]
[eberlein, 2]
[echo, 1]
[echoing 1]
[echoing, 2]
[eckert, 1]
[eckhouse 1]
[ecma 2]
[ecological 2]
[econometric 1]
[econometrics. 1]
[economic 11]
[economic, 2]
[economical 9]
[economical; 1]
[economically 6]
[economics 3]
[economics, 2]
[economics. 1]
[economies 5]
[economising 2]
[economists, 1]
[economy 10]
[economy. 1]
[ecosystem 1]
[ecosystems, 3]
[ecs 1]
[ed 2]
[edgar, 1]
[edge 18]
[edge, 1]
[edge-clique-cover 2]
[edges 16]
[edges, 4]
[edges. 3]
[edit 3]
[edited 3]
[edited, 1]
[edited. 1]
[editing 30]
[editing, 16]
[editing," 1]
[editing. 1]
[editor 9]
[editor, 3]
[editor. 2]
[editorial 1]
[editors 2]
[edmundson, 2]
[edp 8]
[edp, 1]
[educate, 1]
[educating 1]
[education 40]
[education, 42]
[education. 1]
[education: 8]
[educational 20]
[educationally 1]
[education-discussion 1]
[edwards, 2]
[eeg 2]
[effect 45]
[effect, 1]
[effect. 1]
[effected 1]
[effecting 1]
[effective 43]
[effective, 1]
[effectively 14]
[effectively, 1]
[effectively. 1]
[effectiveness 23]
[effectiveness, 7]
[effectiveness," 1]
[effectiveness. 2]
[effects 32]
[effects, 3]
[effects. 1]
[efficacy 1]
[efficiencies 4]
[efficiencies. 1]
[efficiency 63]
[efficiency, 11]
[efficiency. 16]
[efficiency: 1]
[efficient 143]
[efficient) 1]
[efficient, 9]
[efficient. 4]
[efficiently 18]
[efficiently, 1]
[efficiently. 8]
[effigy 1]
[effort 24]
[effort, 5]
[effort. 3]
[efforts 8]
[efforts, 1]
[efroymson's 1]
[eft 21]
[eft, 3]
[efts 3]
[efts, 2]
[eft's, 1]
[eft's,payment 1]
[egler, 1]
[ehrich, 1]
[ehrlich, 5]
[ehrlich's 1]
[ehrman, 2]
[ei 1]
[ei(x) 1]
[eickel, 2]
[eidson, 1]
[eigen 4]
[eigen-system, 1]
[eigenvalue 7]
[eigenvalue-eigenvector 1]
[eigenvalues 26]
[eigenvalues, 18]
[eigenvalues. 1]
[eigenvector-eigenvalue 1]
[eigenvectors 14]
[eigenvectors, 8]
[eight 6]
[eighty 1]
[einarsson, 4]
[ein-dor, 1]
[eisenberg, 1]
[eisenman, 1]
[eisenstat, 1]
[eisman, 1]
[eisner, 1]
[either 54]
[el1 2]
[elaborate 5]
[elaborate, 1]
[elaborates 1]
[elaboration 1]
[elapsed 3]
[elastic 1]
[elder, 1]
[election 1]
[elective 1]
[electric 1]
[electrical 4]
[electrocardiogram 1]
[electrocardiogram, 1]
[electrocardiogram. 2]
[electrocardiograms 1]
[electrocardiograms. 2]
[electrocardiograph 1]
[electrocardiographer-computer 1]
[electrocardiographic 1]
[electrodynamics 2]
[electron 2]
[electron-density 1]
[electronic 16]
[electronic-digital-computer 1]
[electronics 3]
[electrostatic 1]
[elegance 1]
[elegant 6]
[elegant. 1]
[element 23]
[element, 2]
[element. 1]
[elemental 1]
[elementary 47]
[elements 53]
[elements), 1]
[elements, 7]
[elements. 4]
[elements.then 1]
[elettronica, 1]
[elettrotecnica 1]
[elevation 1]
[eleven-sixteenths 1]
[elicit 1]
[eligibility 1]
[eliminate 15]
[eliminated 9]
[eliminated, 1]
[eliminated. 3]
[eliminates 4]
[eliminating 6]
[elimination 30]
[elimination, 15]
[elimination. 1]
[eliminations 1]
[eliza 5]
[eliza-a 1]
[ellenberger, 2]
[elliot 2]
[elliott, 2]
[ellipsis 1]
[ellipsoid 1]
[elliptic 21]
[ellipticboundary-value 1]
[ellis, 4]
[else 14]
[else-decision 1]
[else-rule, 1]
[elsewhere 2]
[elsewhere) 1]
[elsewhere, 1]
[elucidated 1]
[elucidation 1]
[elusive 1]
[em 1]
[emanating 1]
[embedded 13]
[embedding 5]
[embedding, 1]
[embeddings 1]
[embezzlement 1]
[embodied 2]
[embodies 2]
[embody 1]
[embodying 2]
[embosser, 1]
[embrace 1]
[embrace" 1]
[embrace, 4]
[emden, 2]
[emden. 1]
[emerge 1]
[emerge. 1]
[emerged 1]
[emergence 2]
[emerging 3]
[emery, 1]
[eminently 1]
[emotional 1]
[emphasis 35]
[emphasis. 1]
[emphasize 1]
[emphasized 3]
[emphasized. 2]
[emphasizes 1]
[emphasizing 4]
[empirical 37]
[empirical, 2]
[empirically 5]
[empirically. 2]
[employ 4]
[employ, 1]
[employed 28]
[employed, 2]
